"ENSEMBL","logFC_C10","P_C10"
"ENSG00000240764",-2.09325221265597,0.0319194689996748
"ENSG00000181625",-0.623675220295693,0.571705735753231
"ENSG00000135547",-2.35500072595838,0.0183973469455847
"ENSG00000267228",-4.10202335674088,0.00494130888586039
"ENSG00000264324",-1.93011234791951,0.122584886407156
"ENSG00000105948",2.29559130271533,0.0082838036168676
"ENSG00000115155",2.21680601012934,0.0729193820754563
"ENSG00000265118",3.4284031471035,0.00944685075669472
"ENSG00000196826",-0.604591949532181,0.781326998744775
"ENSG00000284952",-2.91845286767147,0.022326019599788
"ENSG00000135862",1.23689385651898,0.00986062674667922
"ENSG00000162526",1.63759111551374,0.0410785322631583
"ENSG00000283765",-2.31468062506873,0.266637131941278
"ENSG00000185386",1.56193295381603,0.00997236514958265
"ENSG00000088827",2.94121708352062,0.00892708041079693
"ENSG00000250264",2.19403859250729,0.0231718583754749
"ENSG00000258465",1.20922578545749,0.611379888144342
"ENSG00000228570",-2.18454417675325,0.0179077913197896
"ENSG00000281887",3.97508405150012,0.0392965868207484
"ENSG00000101447",2.23410703740259,0.00320804852521678
"ENSG00000142494",2.58474765903173,0.00792191707429672
"ENSG00000166762",-1.67696151972686,0.000649717316055293
"ENSG00000228253",-1.01026997614866,0.107562332335747
"ENSG00000206557",-0.155806120815094,0.873573808837683
"ENSG00000281028",2.79234018926598,0.0246063040919488
"ENSG00000158747",0.267944908933898,0.699335948105062
"ENSG00000173867",-2.01028294355956,0.251069977950152
"ENSG00000213988",-1.87585331161631,0.0607512280877464
"ENSG00000100433",2.18712346865844,0.0121512110778693
"ENSG00000124507",1.75581891418368,0.00430939538206346
"ENSG00000183087",1.3108772971796,0.0011671828775625
"ENSG00000145113",-0.946889289159353,0.362830271137254
"ENSG00000130489",2.0918248219241,0.0116368441999532
"ENSG00000188596",-0.430285007585252,0.362514474014088
"ENSG00000213214",0.15976821038163,0.770557160353349
"ENSG00000220201",0.57883958610964,0.198458814103322
"ENSG00000180834",1.05590745299716,0.384425627204286
"ENSG00000184916",2.43993950234796,0.0249635918001401
"ENSG00000125551",-1.58182630822539,0.214458283779938
"ENSG00000283239",2.7087325035384,0.0648545243791665
"ENSG00000237541",-2.78871877014173,0.0450909493058664
"ENSG00000138180",-0.447813183785699,0.605313568146908
"ENSG00000178860",0.235166706236788,0.756666126571916
"ENSG00000154263",-0.891171061811589,0.0236465770851161
"ENSG00000180071",2.0253380965261,0.0178431260959913
"ENSG00000255152",2.2220008346457,0.0402082545455073
"ENSG00000116983",1.92888358206154,0.0143720234847699
"ENSG00000269242",0.225364105490679,0.863143162597757
"ENSG00000163491",-1.89943163334138,0.0143723516557168
"ENSG00000150967",1.77824710681042,0.0109227933932923
"ENSG00000284922",2.47055981945821,0.0401075561432023
"ENSG00000171241",0.927281803711872,0.138059929513809
"ENSG00000235169",2.1661806469999,0.027613734499307
"ENSG00000242852",1.49598025791349,0.185094963009318
"ENSG00000261052",-1.0778391620292,0.189235074285657
"ENSG00000160201",-3.01813121066595,0.0829312080577723
"ENSG00000179761",1.29794976341033,0.00325808497133557
"ENSG00000125618",2.72300766717619,0.0695925262991959
"ENSG00000106341",-0.708245809295482,0.393318499740328
"ENSG00000155542",2.05579579453636,0.0298063257532176
"ENSG00000037897",1.39293880028301,0.00608311955129014
"ENSG00000188313",1.33700219478399,0.0249312559925436
"ENSG00000283088",1.68696146814462,0.148937721253448
"ENSG00000164850",1.51099013055068,0.0103187610798508
"ENSG00000050628",-1.26123073330189,0.207413674055193
"ENSG00000147889",-1.62690873234306,0.0153343137786744
"ENSG00000141448",-1.89772830722155,0.0874690357939696
"ENSG00000184828",1.84698175946877,0.0261244231763502
"ENSG00000177602",1.64370716675117,0.016771177389321
"ENSG00000128886",-0.0462154466420366,0.948079387875276
"ENSG00000203989",-2.9188146599183,0.100576287286259
"ENSG00000260238",-2.17112870787295,0.0458752996307169
"ENSG00000128165",1.91438582362789,0.0305656289707044
"ENSG00000267645",0.415565430427163,0.854951508527432
"ENSG00000105711",1.38584121263967,0.00826740820548582
"ENSG00000108771",1.17901616227849,0.0143011528944003
"ENSG00000070018",1.56729204544789,0.0151048404101939
"ENSG00000213213",1.82033610037897,0.0737549817101583
"ENSG00000118307",0.097636437696295,0.913912592032994
"ENSG00000198502",0.899236409119228,0.429895997064843
"ENSG00000140470",1.38313934351308,0.0330558169201804
"ENSG00000260861",1.92936984986352,0.0367295058329865
"ENSG00000189253",-0.57297796048099,0.659046586620851
"ENSG00000066468",0.190092386759264,0.800565148795267
"ENSG00000088881",0.184929312256531,0.783525620031583
"ENSG00000146955",1.59003723079694,0.0212698235415102
"ENSG00000205593",1.01316056860992,0.00241631620765953
"ENSG00000274588",0.299653725250182,0.683965162154718
"ENSG00000110944",1.59724849497679,0.0228013168988551
"ENSG00000259522",1.08134841436139,0.584886051019957
"ENSG00000130529",1.09522161456185,0.199690850989394
"ENSG00000183054",0.595917085334329,0.52061149155484
"ENSG00000002745",-1.21930983536212,0.00750025699422618
"ENSG00000197915",-1.52705282614474,0.0202109361610157
"ENSG00000178718",1.03036085974944,0.0136872168989087
"ENSG00000142089",1.94728246945245,0.078196091056409
"ENSG00000078814",1.4548393930257,0.0168053019060114
"ENSG00000063127",0.876970551500588,0.0874626834446252
"ENSG00000119865",1.48585642293655,0.0188754893106962
"ENSG00000196208",-1.74720619590452,0.0355890012949428
"ENSG00000196993",-2.22456676240012,0.0746906922487749
"ENSG00000099958",1.72645860561022,0.035585063050022
"ENSG00000169435",1.24030007681965,0.0892553741785773
"ENSG00000105889",0.209776207850073,0.677405966907551
"ENSG00000204839",1.33256548586852,0.0137457821946401
"ENSG00000283528",2.32757417212277,0.0880153099887297
"ENSG00000255374",2.23019908200102,0.0792922996823029
"ENSG00000184659",-1.69299806513033,0.0359854697440986
"ENSG00000163380",-1.15250923620646,0.00775637713426255
"ENSG00000106686",-0.765394476234989,0.180756014679125
"ENSG00000182489",0.466572480600959,0.512859077653721
"ENSG00000272636",1.80215007731334,0.0467219692362645
"ENSG00000164082",-0.556153745261436,0.420475262913022
"ENSG00000183690",-1.1890269594263,0.00986955045696378
"ENSG00000122952",0.302349490160359,0.679926490824336
"ENSG00000274349",1.20368541830378,0.02813542455017
"ENSG00000004809",1.29507558141236,0.0150967293029344
"ENSG00000179698",1.2295298218027,0.0121321566157856
"ENSG00000092621",1.47854908226098,0.0661499657617326
"ENSG00000133477",-0.619994088512859,0.395225459444862
"ENSG00000020577",1.08617418566616,0.0146455281533956
"ENSG00000118257",0.818545516688177,0.188752119115242
"ENSG00000164512",1.42297714900749,0.0231305331246685
"ENSG00000108556",1.44344684687042,0.0244464541690421
"ENSG00000172058",2.05162065903269,0.0736521601242158
"ENSG00000205238",0.527642709910512,0.48150361002983
"ENSG00000033122",-1.24456492642985,0.0142621780920752
"ENSG00000130513",1.61165622386318,0.0378733210839499
"ENSG00000114638",-0.262100872640698,0.813611194479812
"ENSG00000268041",-0.869478248869738,0.344595621157941
"ENSG00000132517",1.46684815863261,0.079820308068596
"ENSG00000167618",-2.06322707468445,0.0794375369845088
"ENSG00000166803",-0.765629305712884,0.408448048236553
"ENSG00000162594",1.75586636562207,0.0511635784978835
"ENSG00000129422",1.78613044725996,0.0542215396981064
"ENSG00000183117",1.93041858692376,0.0677450551412694
"ENSG00000177380",-0.385935649067281,0.544613151712854
"ENSG00000277277",-0.952275982346108,0.294818152598142
"ENSG00000117318",1.04302274726826,0.0624737885948678
"ENSG00000255330",-0.836473751909496,0.411312160849338
"ENSG00000137941",-1.3220468368027,0.0215133723640063
"ENSG00000143630",-1.42890754015494,0.0341737106080181
"ENSG00000147813",1.01368628116258,0.00696881261634818
"ENSG00000276368",0.925962714674055,0.375405858002512
"ENSG00000128218",0.292732324830801,0.701667856888176
"ENSG00000168502",0.172980162919635,0.748963542765891
"ENSG00000213648",1.34540399925356,0.0242776197383954
"ENSG00000135541",-1.12126371637617,0.0116180102524142
"ENSG00000140675",-1.46874652645511,0.0335569880537211
"ENSG00000183281",1.1731451814967,0.0142858733293032
"ENSG00000143195",0.480613266872656,0.553141013529644
"ENSG00000284713",-0.899367101431298,0.394673694523865
"ENSG00000154274",-0.15380835425619,0.757646420512974
"ENSG00000174482",-1.627127740668,0.0496303980688569
"ENSG00000151090",-0.445657053482817,0.371151211271311
"ENSG00000185897",0.432613549410522,0.61648991119549
"ENSG00000111057",1.42455837261009,0.0331749199965462
"ENSG00000120903",0.841427811721865,0.00316841860559216
"ENSG00000105971",-0.067236252152161,0.942564541195643
"ENSG00000109762",-0.832166360737336,0.00318436833743186
"ENSG00000158286",0.0679683703680451,0.890740680505858
"ENSG00000269313",1.22316234427109,0.0205296140017456
"ENSG00000260286",-2.05224451475026,0.0992447155874762
"ENSG00000168955",-1.42534725189556,0.0571852524085265
"ENSG00000050165",-0.693285876672347,0.315134302356227
"ENSG00000186395",-1.12828402679311,0.0151928507651145
"ENSG00000188171",0.271967420737264,0.70127805749072
"ENSG00000133216",1.54292127538127,0.0475156079288955
"ENSG00000129810",-0.928272347433393,0.00634964150456042
"ENSG00000260537",2.3957900711758,0.123365934417028
"ENSG00000160223",1.28441737362392,0.0265895183306194
"ENSG00000174807",1.84308661990917,0.0799099729882244
"ENSG00000064270",-1.64042803574003,0.0592780816604963
"ENSG00000261739",-0.914716855555404,0.345065800666632
"ENSG00000148143",-0.300306868714376,0.759280520528285
"ENSG00000137757",1.50452740892758,0.0477272115534157
"ENSG00000161692",0.992665239662831,0.0100879515887896
"ENSG00000239920",0.72908513586093,0.444652992111631
"ENSG00000168032",0.456491825141784,0.539877696089301
"ENSG00000162174",0.51342774901407,0.150985031737252
"ENSG00000010319",0.973540769630596,0.241470926746535
"ENSG00000078081",1.76431735592976,0.0795189656694271
"ENSG00000175063",0.923570893361345,0.287888502603126
"ENSG00000205089",1.26003087417332,0.0291168238601902
"ENSG00000065833",1.31930462025152,0.0341889962254514
"ENSG00000123358",0.443927318533801,0.453600925683624
"ENSG00000198963",-1.73158174676734,0.0765523899441369
"ENSG00000198520",0.967966987784356,0.0102666460105973
"ENSG00000099377",1.33923350705637,0.0369105443946854
"ENSG00000127329",0.920760755781264,0.165296808992138
"ENSG00000137962",1.23244953187634,0.0688231527750066
"ENSG00000171680",0.926659825699538,0.218687475089945
"ENSG00000154380",-1.39817186692707,0.0844684678225567
"ENSG00000263874",-0.18942592069847,0.555573538684263
"ENSG00000105426",1.14002209932497,0.0220397308316682
"ENSG00000167244",-0.840960767981122,0.531408887464562
"ENSG00000102796",0.918383060199428,0.00885252661829833
"ENSG00000126709",1.68591674537418,0.0777793725464203
"ENSG00000108679",1.21653468724994,0.0332587791642536
"ENSG00000189051",-1.3092865528217,0.0384003069591951
"ENSG00000121594",0.585370038042213,0.386316457936631
"ENSG00000214435",-1.02785778655904,0.275641920166679
"ENSG00000112053",1.56195071802812,0.0653903635298779
"ENSG00000156510",1.64118476901572,0.0749084680261957
"ENSG00000137571",1.35396300354282,0.0432418524304109
"ENSG00000163568",0.866640648554403,0.0791288789373347
"ENSG00000104432",-1.42450485637877,0.0508181684401251
"ENSG00000173705",-0.0637106650810422,0.91691530907102
"ENSG00000147536",-0.12151977741044,0.760380871776165
"ENSG00000113368",1.03333804930746,0.0166274278977234
"ENSG00000108924",-0.302677931737328,0.544064984787884
"ENSG00000185745",1.92197622151735,0.110780267206561
"ENSG00000196421",0.0734679149930368,0.845530494910746
"ENSG00000104177",-0.942511274721379,0.0114050752806475
"ENSG00000283580",0.287085074153682,0.524050102597539
"ENSG00000152766",1.44651546688593,0.0545837170358779
"ENSG00000105996",0.477960854567985,0.330154296477463
"ENSG00000136689",1.24181167604034,0.0374296584098984
"ENSG00000107281",1.28238323805716,0.038979359833118
"ENSG00000115183",-0.632803681303673,0.143762354905443
"ENSG00000181652",0.233069213861878,0.766378898468998
"ENSG00000164114",0.541120761977495,0.234286380196254
"ENSG00000164741",0.647897692999423,0.288751119156448
"ENSG00000170365",1.12093149298591,0.0252432983018705
"ENSG00000019144",1.4997045780135,0.0639579542519133
"ENSG00000165948",0.206513128157095,0.704022716905076
"ENSG00000142627",1.48094174683879,0.062223340479921
"ENSG00000120725",0.619164086295628,0.00130853371287716
"ENSG00000103426",1.73536902322494,0.308885974401534
"ENSG00000173269",-1.17061855299456,0.0299197971724806
"ENSG00000145244",0.698882921555984,0.26145660252733
"ENSG00000278224",1.38481624792595,0.0517723476602528
"ENSG00000133962",-0.352594645188852,0.514213135153289
"ENSG00000179909",-0.149923140883035,0.805271681787308
"ENSG00000134765",1.72304772796314,0.0956291787471294
"ENSG00000267022",-0.932141492534593,0.532326393126898
"ENSG00000157456",0.0285455247615551,0.961852737118016
"ENSG00000168781",-0.914322873475558,0.0121440251321927
"ENSG00000179921",0.84272005504899,0.00837399358623293
"ENSG00000164106",-0.1453910845903,0.732745420946283
"ENSG00000110057",0.932852955412788,0.0137193534762464
"ENSG00000183628",1.2940220956763,0.0457867754449587
"ENSG00000105173",0.522334965951043,0.44990709163456
"ENSG00000154262",-0.111317663387504,0.842790694729196
"ENSG00000157240",0.853089815909317,0.00956515613096246
"ENSG00000105289",0.129833930092319,0.82164806339915
"ENSG00000051180",-0.19079306622321,0.842087114697606
"ENSG00000168062",1.47191836948621,0.0683381006303729
"ENSG00000007312",0.235561320169569,0.537236067562113
"ENSG00000185507",0.980757684600768,0.0280877681048093
"ENSG00000169116",0.210116824877976,0.696808501866146
"ENSG00000259024",0.550874308000578,0.682285358102339
"ENSG00000151065",-0.731170488742459,0.00460325488664879
"ENSG00000186765",0.482718220984499,0.517474710738749
"ENSG00000138772",1.45649295914657,0.0675016582931899
"ENSG00000218819",-0.665815963396053,0.520982409699314
"ENSG00000100884",1.38717235274622,0.0597692585067915
"ENSG00000158220",-1.20357433755087,0.0389673741106985
"ENSG00000187922",-0.30349541291945,0.713219367910403
"ENSG00000158321",-0.281896036144602,0.64677581658651
"ENSG00000080007",-1.0347171076825,0.371904296539338
"ENSG00000184434",-1.16221640260052,0.0355934173895405
"ENSG00000187134",0.269058345565109,0.753305256410949
"ENSG00000148344",0.468114802973622,0.662620277328226
"ENSG00000145423",-1.6017151469164,0.0921902104504106
"ENSG00000269743",-0.780219071708476,0.00753596681051621
"ENSG00000104497",-0.826134061161071,0.0102095450597759
"ENSG00000074590",-1.69821238264405,0.10774704157906
"ENSG00000050327",1.05607989122818,0.0281498079568526
"ENSG00000117983",-0.314524528123305,0.748464093079358
"ENSG00000182195",1.42662500433841,0.0726686006302919
"ENSG00000160883",0.866050073026474,0.0135197812133294
"ENSG00000197653",1.43611560770558,0.0750260824635813
"ENSG00000187912",0.452170118854312,0.222740270620874
"ENSG00000162882",0.941296737840117,0.0193582191204065
"ENSG00000151650",0.954094366156425,0.0209234631144628
"ENSG00000047457",-0.661291744150831,0.158637620633099
"ENSG00000122970",-0.854363530153364,0.0440587858026196
"ENSG00000130433",1.53695249366141,0.0919612732265848
"ENSG00000153253",0.128712486358035,0.793135766447958
"ENSG00000106366",1.46737359293853,0.0828508807635678
"ENSG00000112486",0.936777526303649,0.215521125268876
"ENSG00000149571",1.29843851665404,0.0602078390786975
"ENSG00000021645",0.175034854846888,0.874562792156533
"ENSG00000143546",1.19557652695482,0.0483467868219693
"ENSG00000205846",1.16956187632013,0.046018950321223
"ENSG00000257017",1.17267830043365,0.0470101600032471
"ENSG00000152284",-0.298457273839914,0.480688903271297
"ENSG00000109272",1.40834619928151,0.0792434508879543
"ENSG00000128383",1.14038897191175,0.0439178664566759
"ENSG00000100600",0.422688517085057,0.472516221968014
"ENSG00000083307",-0.850258501964593,0.281801165139901
"ENSG00000180061",0.912808888840239,0.0208231024023869
"ENSG00000117322",0.509854242432415,0.277022850489496
"ENSG00000139899",0.53018040048751,0.31787399080565
"ENSG00000197409",0.91840959019981,0.300430003921096
"ENSG00000149582",1.07386437181518,0.037839654425146
"ENSG00000135245",1.13326858774063,0.0450817108056984
"ENSG00000102001",1.29888717991949,0.0673911713626204
"ENSG00000206077",-1.52460416282253,0.101580337118533
